,X,Season_playerid,PA,X1B,X2B,HR,R,RBI,BB,IBB,SO,GDP,SB,CS,AVG,BB.,K.,BB.K,OBP,SLG,ISO,BABIP,wRC,WAR,Spd,wRC.,WPA,SAC
78,78,2006 _ 1573,-0.531288463,-1.751090716,0.889826588,2.699542953,2.111984707,2.417689687,2.465733983,2.302689557,-1.075858356,0.277033486,-0.880346877,1.174148794,1.130102088,17.70%,19.70%,0.259502933,2.537294122,2.991560018,3.052010493,0.779096685,2.008858383,1.474762032,-1.519258101,2.570512788,1.702903064,-1.300719297
79,79,1996 _ 409,0.481730517,-1.1133132,-0.033788605,1.840870436,2.721386381,1.72777106,2.928909506,0.436345941,-1.536425187,-0.047592501,-0.73194377,0.727657317,1.238869394,19.30%,22.20%,0.197805075,2.838652666,2.358559032,2.264670312,2.074098039,2.694050081,2.141413445,-0.113699316,2.053815008,1.644262191,-1.354749778
80,80,1994 _ 1009818,-2.233723139,0.872103832,1.013843675,1.120760844,1.112774145,1.86458748,2.040395811,2.418117664,0.226807454,-1.925697181,-0.347703673,-0.107876395,2.979146295,16.30%,12.60%,1.061575094,3.112614978,2.237346077,1.364852961,2.559723547,0.809772912,0.665256745,-0.847034334,2.371782873,1.414585438,-0.866544343
81,81,2007 _ 745,0.917891467,-0.913227308,2.831426142,1.416502236,1.969615973,1.535647871,2.152325673,1.076071223,-0.291536564,-0.472609977,-0.668088161,0.961278795,2.000240538,16.60%,15.40%,0.629690084,2.70167151,2.479771987,2.087920475,1.815097768,2.908172486,1.617615906,-0.785923083,2.530766805,1.785977634,-1.172636547
82,82,1958 _ 1014040,-1.192564742,-0.158139053,0.005241006,1.28912012,1.246006292,1.232711111,2.818346156,1.69303648,0.812161759,-2.001542184,-0.789066049,1.174148794,1.855217463,19.00%,9.50%,2.521757746,3.057822516,1.981452062,1.525534631,0.714346618,1.238017723,0.760492661,-0.908145586,2.689750737,NA,-0.736673829
83,83,2018 _ 13611,0.17219694,-0.372755314,2.71205959,1.39570582,3.488391463,0.293332714,1.159412578,0.489617053,-0.176544392,1.42556746,1.425460348,-0.213319835,2.507821301,13.20%,14.80%,0.23893698,2.509897891,2.735666003,2.152193143,2.235973208,2.479927675,3.569952187,1.658526979,2.928226636,2.294198534,-0.681979367
84,84,1965 _ 1008315,0.509869933,-0.304227797,-0.971791983,3.110024633,2.432993948,1.539400646,0.790986148,1.913772939,0.506696828,0.335629237,-0.214626358,0.28396516,1.456404007,11.90%,11.10%,0.609124131,1.414048642,2.803006533,2.69851082,-0.418779567,2.351454232,3.712806062,0.069634439,2.967972619,NA,-0.93416455
85,85,1990 _ 194,-0.109197222,-0.247264008,0.939726288,1.105242773,3.078693251,-0.466596493,2.062601352,-0.652434383,0.696832463,-0.220734457,4.283781424,-1.216159113,1.746450157,16.30%,10.10%,1.740251538,2.537294122,1.887175319,1.47733013,0.843846753,1.88038494,3.474716271,1.780749482,3.126956551,2.518988547,-0.871659069
86,86,2009 _ 1177,1.382191833,-1.196123787,1.676816135,2.272225133,2.105180591,2.015976244,2.090984128,6.379091305,0.874132791,-1.535123813,0.198331703,0.362809996,1.818961694,16.40%,9.10%,2.110438689,2.646879047,2.978091912,2.746715321,0.002095873,3.03664593,2.617593026,-0.113699316,2.72949672,3.403488382,-0.239817952
87,87,2006 _ 1177,0.453591101,-0.656156963,0.643791161,2.863988467,2.548175235,2.655626228,1.539036642,4.169631903,1.106625942,-1.378019205,-0.359297484,0.726248827,1.963984769,14.50%,7.90%,2.1927025,2.318124273,3.153177291,2.891328824,-0.224529364,2.608401119,2.474739152,-0.480366825,2.491020822,4.175593211,-1.141127689
88,88,1962 _ 1011066,1.396261541,-0.052931816,2.391729243,1.600902035,2.693331398,2.047679467,0.482829925,1.647377726,0.929340499,0.179464456,0.331435408,-0.648759348,2.362798226,10.80%,8.80%,0.938179377,2.04416196,2.520176305,1.959375139,0.973346888,2.993821449,2.52235711,0.375190696,2.371782873,NA,-0.81800333
89,89,1999 _ 97,1.396261541,-1.152772907,1.187302829,2.10020379,1.61556814,1.026442901,2.535917546,1.984600238,0.084632404,-1.016816694,0.802684074,0.566512747,1.528915544,18.00%,13.40%,1.164404858,2.592086585,2.64138926,2.473556482,0.455346347,3.207943854,2.093795487,0.314079445,2.133306974,2.587402899,-0.626006288
90,90,1966 _ 1011066,1.100797671,-0.853036803,0.470669112,2.558998466,2.200413202,1.645769737,1.044832469,0.861599684,0.116852428,-1.827070986,-0.325144667,0.130146664,1.420148238,12.80%,13.20%,0.403464603,1.742803417,2.695261684,2.586033651,0.034470907,2.779699043,2.52235711,-0.235921819,3.325686466,NA,-0.392504003
91,91,2018 _ 10155,0.087778691,-1.240918067,-0.418070799,2.09732952,1.642453133,0.28344937,3.137931462,3.809650687,-1.207958541,1.415940203,0.982502644,0.70709521,1.275125163,20.10%,20.40%,0.424030556,3.112614978,2.57404873,2.505692816,1.523722464,2.351454232,3.284244439,0.986303212,3.166702534,1.497660008,-0.892528498
92,92,1950 _ 1003346,0.101848399,0.42031672,-0.284905747,0.750148689,2.251293119,1.31745082,1.994091203,NA,0.408636561,0.630700696,-0.260416659,-0.224711203,1.782705926,16.10%,11.70%,1.24666867,2.619482816,1.456195924,0.94708062,1.394222328,1.88038494,1.855705697,0.252968193,1.735847143,NA,NA
93,93,1958 _ 1008082,0.734985262,-0.815054118,-1.039781059,2.101730707,2.820681779,0.789631811,3.039771618,1.299069154,-0.829337881,0.386161352,0.418520679,0.522844713,0.985079013,19.70%,18.30%,0.629690084,2.646879047,2.08919691,2.039715974,0.779096685,2.437103194,2.808064858,0.375190696,3.007718602,NA,-0.954808562
94,94,1996 _ 1109,1.030449131,-1.335190996,-0.373633804,1.98517946,2.256194169,1.967900815,3.801288674,4.202774978,0.482505559,0.448849249,1.916227218,-0.298280877,1.130102088,22.40%,11.30%,2.501191793,3.140011209,2.39896335,2.37714748,-0.321654465,2.993821449,2.99853669,0.92519196,2.689750737,3.227565763,-0.581633638
95,95,2008 _ 97,-0.953379705,1.563782161,0.043774379,0.758758875,1.115258147,0.572976795,2.21342131,2.491065507,0.45216545,-0.515325907,-0.526847342,1.174148794,3.160425138,16.90%,11.40%,1.452328198,3.386577291,1.846771001,0.802467117,2.721598716,1.494964609,1.998559571,-0.602589328,2.491020822,1.277756734,-0.769824297
96,96,2010 _ 1875,-0.432800507,0.96049444,2.163710862,1.624657489,1.653213305,1.527912291,-0.47021982,-0.015406828,-0.512700855,0.093267566,-0.219160357,0.925489793,2.979146295,7.50%,16.60%,-0.665964945,1.770199648,2.64138926,1.830829803,2.948223953,1.751911496,2.617593026,0.252968193,2.530766805,2.377273104,-0.599442774
97,97,1971 _ 1012426,0.059639275,-1.39918945,-0.128423716,2.976041687,1.873251178,2.385304579,1.304539284,2.8504719,-2.136472474,0.819624336,-0.880346877,1.174148794,0.658777094,13.70%,25.40%,-0.480871369,1.414048642,2.57404873,2.778851655,0.940971855,1.751911496,2.52235711,-1.763703108,2.967972619,NA,-0.667510599
98,98,1987 _ 1002288,-0.601637004,-2.027870084,-0.276969427,2.00790591,1.652950308,1.926963599,4.365112105,1.698353222,-2.03530725,1.329581933,-0.795924358,0.666154913,0.332475176,24.30%,24.90%,0.424030556,3.085218747,2.156537441,2.409283814,1.426597362,1.837560458,1.331908158,-1.274813095,2.570512788,2.41148028,-1.055681242
99,99,1955 _ 1012230,0.720915554,-1.344016333,0.64521872,2.107467751,2.768886692,2.44034246,1.946464457,2.388699188,0.100600038,0.749994517,-0.22991856,-0.347888002,1.166357857,15.90%,13.30%,0.876481518,1.961973267,2.57404873,2.569965484,0.002095873,2.394278713,2.284267319,0.497413199,2.093560991,NA,0.283112937
100,100,2007 _ 1274,1.494749497,-1.001241129,-0.054038915,2.804727029,3.147558207,2.772664225,1.224435332,0.785983784,-0.570374297,-0.136985219,0.719388305,0.371977666,1.347636701,13.40%,16.90%,0.033277452,2.071558192,2.803006533,2.746715321,0.325846212,3.165119373,3.189008523,0.436301948,2.530766805,3.227565763,-0.067099644
101,101,2002 _ 990,0.594288181,-2.151696903,1.099963211,1.797573171,0.861635923,1.1095739,3.39611025,3.35443578,0.439681973,0.540896339,0.218850045,-0.148686203,0.767544401,21.00%,11.50%,2.151570595,2.838652666,2.493240093,2.634238152,-0.548279702,2.522752156,1.903323655,0.252968193,2.491020822,2.553195723,-0.733035695
102,102,2005 _ 525,1.25556446,-0.780467799,2.358437572,2.238818435,1.959052105,0.969429639,0.902895812,2.88377893,-0.35296398,0.320683505,0.144085566,0.557719172,2.109007844,12.30%,15.80%,0.012711499,1.961973267,3.031964337,2.682442653,1.426597362,2.950996967,1.950941613,0.436301948,2.33203689,1.82018481,-0.414559473
103,103,1973 _ 1012426,0.101848399,-2.05412051,2.210570853,2.570126816,1.975609104,2.086054846,1.143324057,3.219421584,-1.353685984,1.220843614,-0.880346877,1.174148794,0.803800169,13.10%,21.20%,-0.316343747,1.249671255,2.816474639,3.003805992,0.584846482,1.88038494,2.284267319,-0.908145586,2.769242703,NA,-0.893982455
104,104,1952 _ 1009405,1.044518839,0.628108838,1.494823537,0.167625325,1.189440672,0.412341328,1.449846343,NA,1.772135193,0.451737237,-0.391670375,-0.296102726,2.145263613,14.20%,4.30%,5.215897568,2.345520504,1.361919182,0.673921781,0.940971855,2.222980788,2.331885277,-0.113699316,2.173052957,NA,NA
105,105,1987 _ 1001124,0.917891467,0.978253527,1.312440386,0.454454302,1.466192989,0.379793223,1.893396541,2.316514148,1.234312415,0.066216166,-0.809593971,0.535538796,3.12416937,15.70%,7.20%,2.91251085,3.140011209,2.035324486,1.043489622,2.009347971,2.822523524,2.855682816,-0.66370058,2.371782873,1.170248467,0.038067439
106,106,1975 _ 1009179,0.523939641,0.345210972,-0.183368358,-0.092608665,1.698307225,0.756227665,3.308186936,-0.495489264,1.060128147,1.838692772,4.067816795,-1.047827571,1.818961694,20.70%,8.10%,3.632319199,3.276992366,0.957875999,0.336490275,1.199972125,2.051682864,3.855659936,1.841860733,2.570512788,3.027209447,-0.514233362
107,107,1970 _ 1008423,0.509869933,-2.391543769,1.410253862,1.921378632,1.117229329,2.143597394,3.543088962,6.360035892,0.390681864,-0.039916256,-0.880346877,1.174148794,0.441242482,21.50%,11.80%,2.172136548,2.674275279,2.358559032,2.618169985,-0.904405074,2.222980788,1.855705697,-1.519258101,2.292290906,NA,-1.145120547
108,108,1996 _ 1274,1.058588547,0.566771852,2.983623878,1.457454189,3.411751794,1.708330946,-0.129335905,-0.875813751,-0.276661227,-0.253206127,0.165270284,0.335246049,2.942890526,8.70%,15.40%,-0.419173511,1.852388342,2.614453048,1.814761636,2.689223682,2.908172486,2.99853669,0.436301948,1.894831076,1.326624129,0.806456133
109,109,1996 _ 372,1.171146212,0.184844048,1.795670039,1.761869146,3.370932434,1.850886435,-0.074590857,-0.705303122,-0.513599735,-0.921762863,1.32425168,-0.069509218,2.435309763,8.90%,16.60%,-0.480871369,1.688010954,2.722197897,2.16826131,2.33309831,2.993821449,2.046177529,2.025194488,1.576863211,1.536753924,-0.795580318
110,110,2011 _ 1887,0.74905497,-1.250774015,-0.657216463,2.185072383,1.398461462,1.035617839,3.162939908,3.280461399,-0.569895467,0.937935406,-0.231904601,0.090299254,0.912567476,20.20%,16.90%,0.855915566,2.756463972,2.304686608,2.345011146,0.325846212,2.479927675,2.474739152,-0.480366825,2.769242703,3.496336431,-0.956065325
111,111,1969 _ 1006308,1.058588547,-2.487365901,0.738800762,2.405291667,2.295781271,1.504977113,2.209121797,2.441369872,-1.31531218,0.985483809,0.025854663,0.125520362,-0.066338281,16.80%,21.00%,0.053843405,1.742803417,2.304686608,2.778851655,-0.354029499,2.394278713,2.855682816,0.497413199,2.689750737,NA,-1.380381667
112,112,1994 _ 1109,-1.797562189,-0.972419219,-0.544631863,2.909023475,2.550968623,1.411022494,1.855886414,3.438071947,0.887294441,1.642907853,2.006938878,-1.521755441,1.275125163,15.60%,9.10%,1.945911066,2.181143116,2.829942745,2.810987989,-0.904405074,0.981070836,1.474762032,0.680746954,2.451274839,1.829958289,-0.926153563
113,113,1999 _ 547,1.790213366,-1.333268091,0.302735062,1.716309917,2.903348213,1.464808455,3.245345216,1.543759287,-0.657709874,-0.556870855,1.061718467,-0.96827533,0.985079013,20.40%,17.40%,0.81478366,2.948237591,2.075728804,2.023647807,0.779096685,3.336417298,2.331885277,0.13074569,2.173052957,2.460347674,-0.48562985
114,114,1991 _ 255,1.396261541,-0.202910147,-0.017123585,1.018383321,0.897059301,0.987164572,3.028658574,1.14154396,-0.3905159,-1.016816694,-0.813025639,0.769058096,1.492659776,19.70%,16.00%,0.938179377,2.92084136,1.563940773,1.188103124,1.653222599,2.779699043,2.093795487,-1.335924347,2.689750737,1.634488712,-1.393994456
115,115,2004 _ 1177,1.269634168,-0.939725655,2.47161822,2.233206618,2.737026841,1.599895159,0.856183315,0.999247755,1.175459386,-1.234389711,-0.53936286,0.148250747,1.963984769,12.10%,7.50%,1.740251538,1.879784573,2.964623806,2.666374486,-0.030279161,2.993821449,2.331885277,-0.419255574,2.371782873,2.58251616,-0.02754152
116,116,1953 _ 1001871,-0.165476054,-0.387459754,-0.03018855,2.409234904,1.997453558,3.33268,0.630861022,NA,0.74688713,-0.238509805,-0.56039984,0.692846117,1.275125163,11.40%,9.80%,0.794217707,1.331859948,2.345090926,2.232533978,-0.354029499,1.666262534,2.284267319,-0.297033071,1.69610116,NA,NA
117,117,1995 _ 255,0.636497306,-1.248045077,-0.227479358,1.96193759,1.28703821,1.429607331,3.412620865,4.247431045,0.449541079,-0.191121204,-0.66152684,0.735248362,1.130102088,21.00%,11.40%,2.1927025,2.948237591,2.277750396,2.216465811,-0.418779567,2.479927675,1.189054284,-1.397035598,2.252544923,1.785977634,0.718269756
118,118,1969 _ 1006905,1.508819205,-1.798941888,-1.369172926,2.387061686,0.945196353,2.142745212,3.248909413,2.283772254,0.373623246,-0.302374355,-0.347853925,0.773628936,-0.030082512,20.50%,11.80%,1.966477019,2.208539348,1.981452062,2.37714748,-1.778530988,2.6512256,1.998559571,-0.480366825,2.451274839,NA,-1.018665965
119,119,1950 _ 1006923,0.988240007,-1.940828689,-1.112398855,2.435424487,1.665464587,1.540685078,2.587855774,NA,0.390595543,-1.520862026,-0.739893937,NA,-0.175105587,18.20%,11.80%,1.575723915,1.688010954,2.062260698,2.53782915,-1.843281056,2.351454232,0.998582451,-0.297033071,1.616609194,NA,NA
120,120,2000 _ 255,1.480679789,-0.696968891,1.503656414,1.903402155,1.497256395,2.274960437,1.922024019,1.958843497,0.105690367,0.198318756,-0.813596965,0.571669489,1.855217463,15.80%,13.30%,0.855915566,2.455105429,2.533644411,2.200397644,0.908596821,3.165119373,1.427144074,-1.641480605,1.934577059,1.101834115,-0.255047364
121,121,1972 _ 1013975,0.67870643,0.294248791,0.665508247,1.67605335,0.804482201,1.87376711,0.107715024,2.586412719,0.886333486,-0.17915697,-0.662536779,0.955711425,2.036496307,9.50%,9.10%,0.567992226,1.414048642,2.277750396,1.830829803,0.584846482,1.966033902,1.712851822,-0.297033071,2.33203689,NA,-0.121497138
122,122,1995 _ 32,0.509869933,-0.029580958,0.748574461,1.464207093,1.972476331,1.237302272,1.467732742,-0.67988045,-0.65345281,0.71117473,-0.510502144,0.061419251,1.927729001,14.30%,17.40%,0.09497531,2.26333181,2.116133123,1.670148134,2.009347971,2.394278713,1.379526116,-0.419255574,2.053815008,1.761543937,-0.93416455
123,123,1951 _ 1001871,-0.55942788,0.196587293,1.206805107,1.780810585,1.3916201,1.997078914,0.076669282,NA,0.886738728,-1.649015096,-0.796375012,0.668866624,1.746450157,9.40%,9.10%,0.547426273,1.277067486,2.062260698,1.686216301,0.390596279,1.280842204,1.998559571,-1.213701844,1.855085093,NA,NA
124,124,1994 _ 327,-1.530237736,-0.73396932,0.359351284,3.088510678,2.672927496,1.732337422,0.631751656,3.504837623,-0.174038033,0.214129224,0.172622832,0.310147031,1.673938619,11.40%,14.80%,-0.007854454,1.523633567,3.19358161,3.06807866,0.390596279,1.109544279,1.855705697,0.802969457,2.053815008,1.096947376,-1.231984782
125,125,1977 _ 1001942,1.297773584,2.782897647,0.872138799,-0.467770847,2.411380523,0.673277519,0.223975218,1.504276819,1.099476455,1.365403118,0.683659349,-1.485499284,4.030563588,9.90%,7.90%,0.979311283,2.811256435,1.792898576,0.352558442,3.530974562,2.736874562,2.712828942,1.475193224,2.530766805,2.313745491,-0.61438687
126,126,1959 _ 1000001,1.283703876,0.772562189,1.853474033,1.638367679,1.695748058,1.592833011,-0.519539001,1.849078637,1.12406217,-0.883403356,-0.335559715,1.174148794,2.83412322,7.40%,7.80%,0.341766744,1.496237336,2.681793578,1.943306972,1.264722193,2.736874562,2.52235711,0.741858206,2.530766805,NA,-0.030067417
127,127,2002 _ 818,1.227425044,-0.765746098,0.415525961,1.826759384,1.980210506,1.581242179,1.915819528,-0.364210838,-0.44200754,-0.728598014,-0.743359394,0.762002815,1.347636701,15.80%,16.30%,0.403464603,2.427709198,2.170005547,1.991511473,0.940971855,2.865348005,1.760469781,-0.969256838,2.530766805,2.299085273,-0.801283704
128,128,2001 _ 548,1.213355336,-0.911165374,2.998669123,1.238279297,1.380764743,1.748410567,1.211198568,-0.191416243,-0.688442788,1.008117678,-0.400193803,-0.683203833,1.963984769,13.40%,17.60%,-0.028420407,2.290728041,2.466303881,2.071852308,2.203598174,2.993821449,1.855705697,-0.174810568,2.093560991,2.909927701,-0.604239181
129,129,1958 _ 1002404,-0.334312551,-1.122846436,0.047056923,2.493396723,0.479379423,2.088792597,1.545320529,0.176550822,-0.283328946,-0.915106186,-0.880346877,0.682853674,0.948823244,14.50%,15.40%,0.341766744,1.605822261,2.466303881,2.521760983,-0.095029228,1.623438053,1.760469781,-1.213701844,2.689750737,NA,-1.079424908
130,130,2000 _ 778,0.552079057,0.380546895,-0.062782808,2.359721265,1.283495997,1.989282824,-0.03335666,3.190657347,0.429730582,-0.402279575,-0.217742055,-1.040894727,2.471565532,9.00%,11.50%,0.012711499,1.742803417,3.058900549,2.553897317,1.167597092,2.479927675,1.569997948,0.497413199,1.934577059,1.688242846,-0.938113804
131,131,1957 _ 1008315,0.931961175,0.128628778,-0.464636513,1.411919809,1.7073537,0.704043081,0.636995906,1.60371044,0.848489415,-0.109628294,1.80423866,-2.864326512,2.036496307,11.40%,9.30%,0.938179377,1.660614723,2.547112517,2.120056809,0.811471719,2.394278713,2.617593026,1.71963823,2.33203689,NA,-0.569096985
132,132,1957 _ 1009405,-0.320242843,0.563732109,1.790348109,1.277232619,0.614330003,1.556395077,0.643247341,2.828238938,1.479349052,-0.288658392,-0.798840507,0.928925496,2.689100145,11.40%,5.90%,2.398362029,2.071558192,2.358559032,1.621943633,0.973346888,1.623438053,1.52237999,-1.091479341,2.21279894,NA,0.314082856
133,133,2009 _ 1857,0.059639275,1.78145661,0.428871938,1.050791245,1.180629209,1.067665703,0.972047503,1.680209621,0.642239063,-0.16881636,-0.568847287,0.939851286,3.196680907,12.50%,10.40%,0.897047471,2.674275279,2.02185638,0.995285121,2.397848377,1.966033902,2.236649361,-0.724811831,2.33203689,1.355944565,-0.667510599
134,134,2007 _ 248,1.086727963,1.063990754,2.963787444,0.761011282,1.902424946,2.342411556,0.583942223,0.342192514,0.413022006,-1.127560163,-0.602336934,0.965040857,3.12416937,11.20%,11.60%,0.38289865,2.400312966,2.129601229,1.15596679,2.656848648,2.736874562,2.427121194,-0.847034334,2.292290906,2.602063117,-0.786899244
135,135,2010 _ 4314,0.650567014,-0.335761322,0.939726288,1.686302155,1.535918626,1.507299364,1.404374779,0.408813565,-1.003556608,0.36750424,0.28489233,0.078591003,1.710194388,14.00%,19.30%,-0.090118265,2.126350654,2.196941759,1.862966137,2.009347971,2.308629751,1.950941613,0.13074569,2.411528856,2.836626609,-1.154887029
136,136,2011 _ 1744,1.213355336,0.209457598,2.139639993,0.899121806,1.441771852,0.907979917,1.880600625,2.729136567,0.172226362,-1.777905865,-0.743160284,0.96777628,2.435309763,15.70%,12.90%,0.897047471,2.783860203,2.008388274,1.300580293,2.138848107,2.6512256,1.712851822,-1.335924347,2.610258771,3.149377932,-0.799864075
137,137,1950 _ 1009948,-0.095127514,-0.668977262,-0.345253874,1.88495858,1.371536777,0.96320149,0.700146662,NA,1.570768527,0.589043549,-0.563088471,NA,0.985079013,11.60%,5.40%,2.850812991,1.386652411,2.075728804,2.055784141,-0.969155142,1.580613572,1.617615906,0.191856942,1.735847143,NA,NA
138,138,1966 _ 1000137,-0.038848681,-0.528071848,-0.227043648,2.250939017,2.518002446,1.76217388,0.629802208,1.514796923,-1.635367438,0.601144289,-0.09249733,-0.248064458,1.456404007,11.40%,22.70%,-0.563135181,1.35925618,2.627921154,2.489624649,1.91222287,1.837560458,2.141413445,1.169636966,2.650004754,NA,-0.879224424
139,139,2017 _ 10155,-1.333261823,-1.566519834,0.412383901,2.152399042,2.286365346,0.61599598,2.698868721,2.446535216,-0.718839942,0.510809728,1.167440368,0.053957159,1.057590551,18.50%,17.80%,0.547426273,2.619482816,2.587516836,2.618169985,0.617221516,1.280842204,1.903323655,1.169636966,2.769242703,2.059635042,-0.716135077
140,140,1998 _ 1000802,1.466610081,-0.838583175,1.989457644,2.40419322,1.388023379,2.633850117,0.664583433,0.623768886,0.364307357,-0.483549318,-0.479280124,0.369705226,1.855217463,11.50%,11.90%,0.38289865,1.441444873,2.937687594,2.682442653,0.293471178,2.950996967,1.998559571,-0.602589328,2.133306974,1.385265002,1.081570804
141,141,1999 _ 1266,1.016379423,-0.392571171,0.007179381,2.42331771,0.648317369,2.751892127,1.504682704,1.404717611,0.671596435,0.090466007,-0.740310711,0.33151206,1.710194388,14.40%,10.20%,1.308366528,2.016765729,2.600984942,2.345011146,-0.062654194,2.694050081,1.189054284,-1.641480605,1.775593126,2.040088084,0.019206324
